"","w_cultivar","ID","Year","REP","TRT","percent_necrosis","percent_pycnidia","disease_severity"
"3817","Kavkaz-K4500L.6.A.4","WAI1008",2019,1,12,0,0,1
"3818","Kavkaz-K4500L.6.A.4","WAI1008",2019,2,12,75,8,3.5
"3819","Lorikeet","WAI1008",2019,1,9,1,0,1
"3820","Lorikeet","WAI1008",2019,2,9,0,0,1
"3821","MI696","WAI1008",2019,1,13,0,0,1
"3822","MI696","WAI1008",2019,2,13,0,0,1
"3823","Milan","WAI1008",2019,1,14,0,0,1
"3824","Milan","WAI1008",2019,2,14,20,3,2
"3825","Millewa","WAI1008",2019,1,15,0,0,1
"3826","Millewa","WAI1008",2019,2,15,30,8,3
"3827","Summit","WAI1008",2019,1,16,15,2,1.5
"3828","Summit","WAI1008",2019,2,16,75,20,4
"3829","Tadorna","WAI1008",2019,1,4,1,0,1
"3830","Tadorna","WAI1008",2019,2,4,3,0,1
"3831","Thornbill","WAI1008",2019,1,18,100,18,5
"3832","Thornbill","WAI1008",2019,2,18,25,0,2
"3833","Vernopolis","WAI1008",2019,1,2,100,30,5
"3834","Vernopolis","WAI1008",2019,2,2,100,12,5
"3835","W7984","WAI1008",2019,1,8,1,0,1
"3836","W7984","WAI1008",2019,2,8,2,0,1
"3837","WW11288","WAI1008",2019,1,17,3,0,1
"3838","WW11288","WAI1008",2019,2,17,12,0,1.5
"3839","WW2449","WAI1008",2019,1,10,3,0,1
"3840","WW2449","WAI1008",2019,2,10,100,60,5
"3841","Arina","WAI1012",2019,1,11,0,0,1
"3842","Arina","WAI1012",2019,2,11,0,0,1
"3843","AUS4203","WAI1012",2019,1,19,2,0,1
"3844","AUS4203","WAI1012",2019,2,19,45,5,3
"3845","AUS4204","WAI1012",2019,1,20,95,1,5
"3846","AUS4204","WAI1012",2019,2,20,85,2,4.5
"3847","Bulgaria_88","WAI1012",2019,1,1,1,0,1
"3848","Bulgaria_88","WAI1012",2019,2,1,0,0,1
"3849","CPI133872","WAI1012",2019,1,5,2,0,1
"3850","CPI133872","WAI1012",2019,2,5,5,0,1
"3851","Currawong","WAI1012",2019,1,7,0,0,1
"3852","Currawong","WAI1012",2019,2,7,45,8,3.5
"3853","Hereward","WAI1012",2019,1,6,65,20,3.5
"3854","Hereward","WAI1012",2019,2,6,0,0,1
"3855","Israel_493","WAI1012",2019,1,3,0,0,1
"3856","Israel_493","WAI1012",2019,2,3,10,1,1.5
"3857","Kavkaz-K4500L.6.A.4","WAI1012",2019,1,12,0,0,1
"3858","Kavkaz-K4500L.6.A.4","WAI1012",2019,2,12,1,0,1
"3859","Lorikeet","WAI1012",2019,1,9,0,0,1
"3860","Lorikeet","WAI1012",2019,2,9,3,0,1
"3861","MI696","WAI1012",2019,1,13,0,0,1
"3862","MI696","WAI1012",2019,2,13,0,0,1
"3863","Milan","WAI1012",2019,1,14,0,0,1
"3864","Milan","WAI1012",2019,2,14,30,1,3
"3865","Millewa","WAI1012",2019,1,15,2,0,1
"3866","Millewa","WAI1012",2019,2,15,2,0,1
"3867","Summit","WAI1012",2019,1,16,0,0,1
"3868","Summit","WAI1012",2019,2,16,1,0,1
"3869","Tadorna","WAI1012",2019,1,4,0,0,1
"3870","Tadorna","WAI1012",2019,2,4,10,1,1.5
"3871","Thornbill","WAI1012",2019,1,18,3,0,1
"3872","Thornbill","WAI1012",2019,2,18,8,0,1
"3873","Vernopolis","WAI1012",2019,1,2,80,18,4
"3874","Vernopolis","WAI1012",2019,2,2,45,8,3
"3875","W7984","WAI1012",2019,1,8,2,0,1
"3876","W7984","WAI1012",2019,2,8,5,0,1
"3877","WW11288","WAI1012",2019,1,17,30,0,3
"3878","WW11288","WAI1012",2019,2,17,3,0,1
"3879","WW2449","WAI1012",2019,1,10,80,15,4
"3880","WW2449","WAI1012",2019,2,10,25,0,2.5
"3881","Arina","WAI1060",2019,1,11,0,0,1
"3882","Arina","WAI1060",2019,2,11,0,0,1
"3883","AUS4203","WAI1060",2019,1,19,15,0,1.5
"3884","AUS4203","WAI1060",2019,2,19,80,2,4
"3885","AUS4204","WAI1060",2019,1,20,25,1,2.5
"3886","AUS4204","WAI1060",2019,2,20,5,0,1
"3887","Bulgaria_88","WAI1060",2019,1,1,0,0,1
"3888","Bulgaria_88","WAI1060",2019,2,1,0,0,1
"3889","CPI133872","WAI1060",2019,1,5,3,0,1
"3890","CPI133872","WAI1060",2019,2,5,5,0,1
"3891","Currawong","WAI1060",2019,1,7,85,10,4
"3892","Currawong","WAI1060",2019,2,7,0,0,1
"3893","Hereward","WAI1060",2019,1,6,0,0,1
"3894","Hereward","WAI1060",2019,2,6,8,1,1.5
"3895","Israel_493","WAI1060",2019,1,3,10,2,1.5
"3896","Israel_493","WAI1060",2019,2,3,50,3,3.5
"3897","Kavkaz-K4500L.6.A.4","WAI1060",2019,1,12,0,0,1
"3898","Kavkaz-K4500L.6.A.4","WAI1060",2019,2,12,0,0,1
"3899","Lorikeet","WAI1060",2019,1,9,0,0,1
"3900","Lorikeet","WAI1060",2019,2,9,0,0,1
"3901","MI696","WAI1060",2019,1,13,0,0,1
"3902","MI696","WAI1060",2019,2,13,0,0,1
"3903","Milan","WAI1060",2019,1,14,0,0,1
"3904","Milan","WAI1060",2019,2,14,0,0,1
"3905","Millewa","WAI1060",2019,1,15,1,0,1
"3906","Millewa","WAI1060",2019,2,15,0,0,1
"3907","Summit","WAI1060",2019,1,16,8,2,1.5
"3908","Summit","WAI1060",2019,2,16,55,5,3.5
"3909","Tadorna","WAI1060",2019,1,4,0,0,1
"3910","Tadorna","WAI1060",2019,2,4,0,0,1
"3911","Thornbill","WAI1060",2019,1,18,0,0,1
"3912","Thornbill","WAI1060",2019,2,18,0,0,1
"3913","Vernopolis","WAI1060",2019,1,2,100,25,5
"3914","Vernopolis","WAI1060",2019,2,2,25,5,2.5
"3915","W7984","WAI1060",2019,1,8,8,0,1.5
"3916","W7984","WAI1060",2019,2,8,5,0,1
"3917","WW11288","WAI1060",2019,1,17,3,0,1
"3918","WW11288","WAI1060",2019,2,17,2,0,1
"3919","WW2449","WAI1060",2019,1,10,58,3,3.5
"3920","WW2449","WAI1060",2019,2,10,50,5,3.5
"3921","Arina","WAI1072",2019,1,11,5,0,1
"3922","Arina","WAI1072",2019,2,11,0,0,1
"3923","AUS4203","WAI1072",2019,1,19,10,0,1
"3924","AUS4203","WAI1072",2019,2,19,20,1,2
"3925","AUS4204","WAI1072",2019,1,20,70,1,3.5
"3926","AUS4204","WAI1072",2019,2,20,2,0,1
"3927","Bulgaria_88","WAI1072",2019,1,1,0,0,1
"3928","Bulgaria_88","WAI1072",2019,2,1,0,0,1
"3929","CPI133872","WAI1072",2019,1,5,8,0,1
"3930","CPI133872","WAI1072",2019,2,5,3,0,1
"3931","Currawong","WAI1072",2019,1,7,0,0,1
"3932","Currawong","WAI1072",2019,2,7,0,0,1
"3933","Hereward","WAI1072",2019,1,6,3,0,1
"3934","Hereward","WAI1072",2019,2,6,0,0,1
"3935","Israel_493","WAI1072",2019,1,3,0,0,1
"3936","Israel_493","WAI1072",2019,2,3,0,0,1
"3937","Kavkaz-K4500L.6.A.4","WAI1072",2019,1,12,0,0,1
"3938","Kavkaz-K4500L.6.A.4","WAI1072",2019,2,12,2,0,1
"3939","Lorikeet","WAI1072",2019,1,9,2,0,1
"3940","Lorikeet","WAI1072",2019,2,9,0,0,1
"3941","MI696","WAI1072",2019,1,13,0,0,1
"3942","MI696","WAI1072",2019,2,13,0,0,1
"3943","Milan","WAI1072",2019,1,14,5,0,1
"3944","Milan","WAI1072",2019,2,14,0,0,1
"3945","Millewa","WAI1072",2019,1,15,1,0,1
"3946","Millewa","WAI1072",2019,2,15,1,0,1
"3947","Summit","WAI1072",2019,1,16,0,0,1
"3948","Summit","WAI1072",2019,2,16,0,0,1
"3949","Tadorna","WAI1072",2019,1,4,18,4,2
"3950","Tadorna","WAI1072",2019,2,4,0,0,1
"3951","Thornbill","WAI1072",2019,1,18,5,2,1.5
"3952","Thornbill","WAI1072",2019,2,18,0,0,1
"3953","Vernopolis","WAI1072",2019,1,2,90,30,5
"3954","Vernopolis","WAI1072",2019,2,2,8,2,1.5
"3955","W7984","WAI1072",2019,1,8,8,2,1.5
"3956","W7984","WAI1072",2019,2,8,3,0,1
"3957","WW11288","WAI1072",2019,1,17,0,0,1
"3958","WW11288","WAI1072",2019,2,17,0,0,1
"3959","WW2449","WAI1072",2019,1,10,38,2,3
"3960","WW2449","WAI1072",2019,2,10,95,8,5
"3961","Arina","WAI1641",2019,1,11,0,0,1
"3962","Arina","WAI1641",2019,2,11,1,0,1
"3963","AUS4203","WAI1641",2019,1,19,90,8,4.5
"3964","AUS4203","WAI1641",2019,2,19,95,2,5
"3965","AUS4204","WAI1641",2019,1,20,100,8,5
"3966","AUS4204","WAI1641",2019,2,20,90,2,4.5
"3967","Bulgaria_88","WAI1641",2019,1,1,0,0,1
"3968","Bulgaria_88","WAI1641",2019,2,1,90,25,5
"3969","CPI133872","WAI1641",2019,1,5,3,0,1
"3970","CPI133872","WAI1641",2019,2,5,5,0,1
"3971","Currawong","WAI1641",2019,1,7,100,35,5
"3972","Currawong","WAI1641",2019,2,7,1,0,1
"3973","Hereward","WAI1641",2019,1,6,50,5,3.5
"3974","Hereward","WAI1641",2019,2,6,98,15,5
"3975","Israel_493","WAI1641",2019,1,3,85,8,4
"3976","Israel_493","WAI1641",2019,2,3,80,5,4
"3977","Kavkaz-K4500L.6.A.4","WAI1641",2019,1,12,3,0,1
"3978","Kavkaz-K4500L.6.A.4","WAI1641",2019,2,12,0,0,1
"3979","Lorikeet","WAI1641",2019,1,9,2,0,1
"3980","Lorikeet","WAI1641",2019,2,9,1,0,1
"3981","MI696","WAI1641",2019,1,13,1,0,1
"3982","MI696","WAI1641",2019,2,13,0,0,1
"3983","Milan","WAI1641",2019,1,14,15,2,1.5
"3984","Milan","WAI1641",2019,2,14,5,0,1
"3985","Millewa","WAI1641",2019,1,15,10,1,1.5
"3986","Millewa","WAI1641",2019,2,15,0,0,1
"3987","Summit","WAI1641",2019,1,16,100,35,5
"3988","Summit","WAI1641",2019,2,16,2,0,1
"3989","Tadorna","WAI1641",2019,1,4,0,0,1
"3990","Tadorna","WAI1641",2019,2,4,1,0,1
"3991","Thornbill","WAI1641",2019,1,18,8,0,1
"3992","Thornbill","WAI1641",2019,2,18,1,0,1
"3993","Vernopolis","WAI1641",2019,1,2,25,3,2.5
"3994","Vernopolis","WAI1641",2019,2,2,100,40,5
"3995","W7984","WAI1641",2019,1,8,2,0,1
"3996","W7984","WAI1641",2019,2,8,1,0,1
"3997","WW11288","WAI1641",2019,1,17,8,0,1
"3998","WW11288","WAI1641",2019,2,17,1,0,1
"3999","WW2449","WAI1641",2019,1,10,100,25,5
"4000","WW2449","WAI1641",2019,2,10,100,25,5
"4001","Arina","WAI1643",2019,1,11,0,0,1
"4002","Arina","WAI1643",2019,2,11,0,0,1
"4003","AUS4203","WAI1643",2019,1,19,10,1,1.5
"4004","AUS4203","WAI1643",2019,2,19,2,0,1
"4005","AUS4204","WAI1643",2019,1,20,75,2,3.5
"4006","AUS4204","WAI1643",2019,2,20,10,0,1
"4007","Bulgaria_88","WAI1643",2019,1,1,0,0,1
"4008","Bulgaria_88","WAI1643",2019,2,1,1,0,1
"4009","CPI133872","WAI1643",2019,1,5,5,0,1
"4010","CPI133872","WAI1643",2019,2,5,5,0,1
"4011","Currawong","WAI1643",2019,1,7,85,15,4
"4012","Currawong","WAI1643",2019,2,7,0,0,1
"4013","Hereward","WAI1643",2019,1,6,2,0,1
"4014","Hereward","WAI1643",2019,2,6,40,4,3
"4015","Israel_493","WAI1643",2019,1,3,2,0,1
"4016","Israel_493","WAI1643",2019,2,3,1,0,1
"4017","Kavkaz-K4500L.6.A.4","WAI1643",2019,1,12,8,2,1.5
"4018","Kavkaz-K4500L.6.A.4","WAI1643",2019,2,12,0,0,1
"4019","Lorikeet","WAI1643",2019,1,9,0,0,1
"4020","Lorikeet","WAI1643",2019,2,9,1,0,1
"4021","MI696","WAI1643",2019,1,13,0,0,1
"4022","MI696","WAI1643",2019,2,13,0,0,1
"4023","Milan","WAI1643",2019,1,14,0,0,1
"4025","Millewa","WAI1643",2019,1,15,0,0,1
"4026","Millewa","WAI1643",2019,2,15,1,0,1
"4027","Summit","WAI1643",2019,1,16,0,0,1
"4028","Summit","WAI1643",2019,2,16,98,30,5
"4029","Tadorna","WAI1643",2019,1,4,0,0,1
"4030","Tadorna","WAI1643",2019,2,4,1,0,1
"4031","Thornbill","WAI1643",2019,1,18,0,0,1
"4032","Thornbill","WAI1643",2019,2,18,0,0,1
"4033","Vernopolis","WAI1643",2019,1,2,3,0,1
"4034","Vernopolis","WAI1643",2019,2,2,1,0,1
"4035","W7984","WAI1643",2019,1,8,1,0,1
"4036","W7984","WAI1643",2019,2,8,3,0,1
"4037","WW11288","WAI1643",2019,1,17,0,0,1
"4038","WW11288","WAI1643",2019,2,17,0,0,1
"4039","WW2449","WAI1643",2019,1,10,65,5,3.5
"4040","WW2449","WAI1643",2019,2,10,95,8,5
"4041","Arina","WAI1851",2019,1,11,1,0,1
"4042","Arina","WAI1851",2019,2,11,0,0,1
"4043","AUS4203","WAI1851",2019,1,19,25,2,2.5
"4044","AUS4203","WAI1851",2019,2,19,30,2,3
"4045","AUS4204","WAI1851",2019,1,20,80,2,4
"4046","AUS4204","WAI1851",2019,2,20,5,0,1
"4047","Bulgaria_88","WAI1851",2019,1,1,1,0,1
"4048","Bulgaria_88","WAI1851",2019,2,1,0,0,1
"4049","CPI133872","WAI1851",2019,1,5,5,0,1
"4050","CPI133872","WAI1851",2019,2,5,3,0,1
"4051","Currawong","WAI1851",2019,1,7,0,0,1
"4052","Currawong","WAI1851",2019,2,7,1,0,1
"4053","Hereward","WAI1851",2019,1,6,1,0,1
"4054","Hereward","WAI1851",2019,2,6,0,0,1
"4055","Israel_493","WAI1851",2019,1,3,90,8,4.5
"4056","Israel_493","WAI1851",2019,2,3,1,0,1
"4057","Kavkaz-K4500L.6.A.4","WAI1851",2019,1,12,0,0,1
"4058","Kavkaz-K4500L.6.A.4","WAI1851",2019,2,12,0,0,1
"4059","Lorikeet","WAI1851",2019,1,9,1,0,1
"4060","Lorikeet","WAI1851",2019,2,9,0,0,1
"4061","MI696","WAI1851",2019,1,13,0,0,1
"4062","MI696","WAI1851",2019,2,13,0,0,1
"4063","Milan","WAI1851",2019,1,14,2,0,1
"4064","Milan","WAI1851",2019,2,14,1,0,1
"4065","Millewa","WAI1851",2019,1,15,5,1,1.5
"4066","Millewa","WAI1851",2019,2,15,1,0,1
"4067","Summit","WAI1851",2019,1,16,0,0,1
"4068","Summit","WAI1851",2019,2,16,1,0,1
"4069","Tadorna","WAI1851",2019,1,4,0,0,1
"4070","Tadorna","WAI1851",2019,2,4,1,0,1
"4071","Thornbill","WAI1851",2019,1,18,0,0,1
"4072","Thornbill","WAI1851",2019,2,18,1,0,1
"4073","Vernopolis","WAI1851",2019,1,2,65,2,3.5
"4074","Vernopolis","WAI1851",2019,2,2,100,50,5
"4075","W7984","WAI1851",2019,1,8,3,0,1
"4076","W7984","WAI1851",2019,2,8,0,0,1
"4077","WW11288","WAI1851",2019,1,17,0,0,1
"4078","WW11288","WAI1851",2019,2,17,2,0,1
"4079","WW2449","WAI1851",2019,1,10,100,3,5
"4080","WW2449","WAI1851",2019,2,10,45,5,3.5
"4081","Arina","WAI1852",2019,1,11,0,0,1
"4082","Arina","WAI1852",2019,2,11,0,0,1
"4083","AUS4203","WAI1852",2019,1,19,0,0,1
"4084","AUS4203","WAI1852",2019,2,19,3,0,1
"4085","AUS4204","WAI1852",2019,1,20,25,2,2.5
"4086","AUS4204","WAI1852",2019,2,20,3,0,1
"4087","Bulgaria_88","WAI1852",2019,1,1,3,0,1
"4088","Bulgaria_88","WAI1852",2019,2,1,0,0,1
"4089","CPI133872","WAI1852",2019,1,5,0,0,1
"4090","CPI133872","WAI1852",2019,2,5,2,0,1
"4091","Currawong","WAI1852",2019,1,7,0,0,1
"4092","Currawong","WAI1852",2019,2,7,0,0,1
"4093","Hereward","WAI1852",2019,1,6,5,1,1.5
"4094","Hereward","WAI1852",2019,2,6,15,5,1.5
"4095","Israel_493","WAI1852",2019,1,3,20,3,2
"4096","Israel_493","WAI1852",2019,2,3,5,0,1
"4097","Kavkaz-K4500L.6.A.4","WAI1852",2019,1,12,0,0,1
"4098","Kavkaz-K4500L.6.A.4","WAI1852",2019,2,12,0,0,1
"4099","Lorikeet","WAI1852",2019,1,9,0,0,1
"4100","Lorikeet","WAI1852",2019,2,9,0,0,1
"4101","MI696","WAI1852",2019,1,13,2,0,1
"4102","MI696","WAI1852",2019,2,13,0,0,1
"4103","Milan","WAI1852",2019,1,14,0,0,1
"4104","Milan","WAI1852",2019,2,14,0,0,1
"4105","Millewa","WAI1852",2019,1,15,2,0,1
"4106","Millewa","WAI1852",2019,2,15,1,0,1
"4107","Summit","WAI1852",2019,1,16,0,0,1
"4108","Summit","WAI1852",2019,2,16,1,0,1
"4109","Tadorna","WAI1852",2019,1,4,0,0,1
"4110","Tadorna","WAI1852",2019,2,4,2,0,1
"4111","Thornbill","WAI1852",2019,1,18,0,0,1
"4112","Thornbill","WAI1852",2019,2,18,1,0,1
"4113","Vernopolis","WAI1852",2019,1,2,0,0,1
"4114","Vernopolis","WAI1852",2019,2,2,100,35,5
"4115","W7984","WAI1852",2019,1,8,3,0,1
"4116","W7984","WAI1852",2019,2,8,3,0,1
"4117","WW11288","WAI1852",2019,1,17,2,0,1
"4118","WW11288","WAI1852",2019,2,17,5,2,1.5
"4119","WW2449","WAI1852",2019,1,10,18,5,2
"4120","WW2449","WAI1852",2019,2,10,55,10,3.5
"4121","Arina","WAI2045",2019,1,11,1,0,1
"4122","Arina","WAI2045",2019,2,11,0,0,1
"4123","AUS4203","WAI2045",2019,1,19,75,20,4
"4124","AUS4203","WAI2045",2019,2,19,95,15,5
"4125","AUS4204","WAI2045",2019,1,20,95,30,5
"4126","AUS4204","WAI2045",2019,2,20,100,12,5
"4127","Bulgaria_88","WAI2045",2019,1,1,0,0,1
"4128","Bulgaria_88","WAI2045",2019,2,1,0,0,1
"4129","CPI133872","WAI2045",2019,1,5,3,0,1
"4130","CPI133872","WAI2045",2019,2,5,3,0,1
"4131","Currawong","WAI2045",2019,1,7,100,50,5
"4133","Hereward","WAI2045",2019,1,6,100,40,5
"4134","Hereward","WAI2045",2019,2,6,100,60,5
"4135","Israel_493","WAI2045",2019,1,3,100,20,5
"4136","Israel_493","WAI2045",2019,2,3,100,20,5
"4137","Kavkaz-K4500L.6.A.4","WAI2045",2019,1,12,0,0,1
"4138","Kavkaz-K4500L.6.A.4","WAI2045",2019,2,12,55,5,3.5
"4139","Lorikeet","WAI2045",2019,1,9,2,0,1
"4140","Lorikeet","WAI2045",2019,2,9,1,0,1
"4141","MI696","WAI2045",2019,1,13,12,5,1.5
"4142","MI696","WAI2045",2019,2,13,0,0,1
"4143","Milan","WAI2045",2019,1,14,0,0,1
"4144","Milan","WAI2045",2019,2,14,75,5,3.5
"4145","Millewa","WAI2045",2019,1,15,18,5,2
"4146","Millewa","WAI2045",2019,2,15,100,18,5
"4147","Summit","WAI2045",2019,1,16,55,25,3.5
"4148","Summit","WAI2045",2019,2,16,100,60,5
"4149","Tadorna","WAI2045",2019,1,4,25,10,2.5
"4150","Tadorna","WAI2045",2019,2,4,75,15,4
"4151","Thornbill","WAI2045",2019,1,18,5,0,1
"4152","Thornbill","WAI2045",2019,2,18,25,5,2.5
"4153","Vernopolis","WAI2045",2019,1,2,100,40,5
"4154","Vernopolis","WAI2045",2019,2,2,100,20,5
"4155","W7984","WAI2045",2019,1,8,3,0,1
"4156","W7984","WAI2045",2019,2,8,5,0,1
"4157","WW11288","WAI2045",2019,1,17,23,0,2
"4158","WW11288","WAI2045",2019,2,17,35,0,3
"4159","WW2449","WAI2045",2019,1,10,5,1,1.5
"4160","WW2449","WAI2045",2019,2,10,1,0,1
"4161","Arina","WAI2047",2019,1,11,5,0,1
"4162","Arina","WAI2047",2019,2,11,1,0,1
"4163","AUS4203","WAI2047",2019,1,19,15,1,1.5
"4164","AUS4203","WAI2047",2019,2,19,58,2,3.5
"4165","AUS4204","WAI2047",2019,1,20,85,1,4
"4166","AUS4204","WAI2047",2019,2,20,85,1,4
"4167","Bulgaria_88","WAI2047",2019,1,1,5,0,1
"4168","Bulgaria_88","WAI2047",2019,2,1,35,8,3
"4169","CPI133872","WAI2047",2019,1,5,3,0,1
"4170","CPI133872","WAI2047",2019,2,5,5,0,1
"4171","Currawong","WAI2047",2019,1,7,2,0,1
"4172","Currawong","WAI2047",2019,2,7,15,5,2
"4173","Hereward","WAI2047",2019,1,6,65,5,3.5
"4174","Hereward","WAI2047",2019,2,6,0,0,1
"4175","Israel_493","WAI2047",2019,1,3,8,2,1.5
"4176","Israel_493","WAI2047",2019,2,3,3,0,1
"4177","Kavkaz-K4500L.6.A.4","WAI2047",2019,1,12,0,0,1
"4178","Kavkaz-K4500L.6.A.4","WAI2047",2019,2,12,0,0,1
"4180","Lorikeet","WAI2047",2019,2,9,2,0,1
"4181","MI696","WAI2047",2019,1,13,0,0,1
"4182","MI696","WAI2047",2019,2,13,0,0,1
"4183","Milan","WAI2047",2019,1,14,0,0,1
"4184","Milan","WAI2047",2019,2,14,1,0,1
"4185","Millewa","WAI2047",2019,1,15,0,0,1
"4186","Millewa","WAI2047",2019,2,15,0,0,1
"4187","Summit","WAI2047",2019,1,16,65,15,3.5
"4188","Summit","WAI2047",2019,2,16,100,12,5
"4189","Tadorna","WAI2047",2019,1,4,0,0,1
"4190","Tadorna","WAI2047",2019,2,4,0,0,1
"4191","Thornbill","WAI2047",2019,1,18,18,0,2
"4192","Thornbill","WAI2047",2019,2,18,75,5,3.5
"4193","Vernopolis","WAI2047",2019,1,2,20,5,2
"4194","Vernopolis","WAI2047",2019,2,2,70,18,3.5
"4195","W7984","WAI2047",2019,1,8,5,0,1
"4196","W7984","WAI2047",2019,2,8,3,0,1
"4197","WW11288","WAI2047",2019,1,17,18,0,2
"4198","WW11288","WAI2047",2019,2,17,2,0,1
"4200","WW2449","WAI2047",2019,2,10,100,10,5
"4201","Arina","WAI2077",2019,1,11,0,0,1
"4202","Arina","WAI2077",2019,2,11,0,0,1
"4203","AUS4203","WAI2077",2019,1,19,25,3,2.5
"4204","AUS4203","WAI2077",2019,2,19,18,3,2
"4205","AUS4204","WAI2077",2019,1,20,100,1,5
"4206","AUS4204","WAI2077",2019,2,20,45,0,3
"4207","Bulgaria_88","WAI2077",2019,1,1,0,0,1
"4208","Bulgaria_88","WAI2077",2019,2,1,5,0,1
"4209","CPI133872","WAI2077",2019,1,5,5,0,1
"4210","CPI133872","WAI2077",2019,2,5,5,0,1
"4211","Currawong","WAI2077",2019,1,7,1,0,1
"4212","Currawong","WAI2077",2019,2,7,30,8,3
"4213","Hereward","WAI2077",2019,1,6,50,15,3.5
"4214","Hereward","WAI2077",2019,2,6,90,40,5
"4215","Israel_493","WAI2077",2019,1,3,0,0,1
"4216","Israel_493","WAI2077",2019,2,3,10,2,1.5
"4217","Kavkaz-K4500L.6.A.4","WAI2077",2019,1,12,0,0,1
"4218","Kavkaz-K4500L.6.A.4","WAI2077",2019,2,12,0,0,1
"4219","Lorikeet","WAI2077",2019,1,9,0,0,1
"4220","Lorikeet","WAI2077",2019,2,9,0,0,1
"4221","MI696","WAI2077",2019,1,13,0,0,1
"4222","MI696","WAI2077",2019,2,13,0,0,1
"4223","Milan","WAI2077",2019,1,14,0,0,1
"4224","Milan","WAI2077",2019,2,14,0,0,1
"4225","Millewa","WAI2077",2019,1,15,70,10,3.5
"4226","Millewa","WAI2077",2019,2,15,0,0,1
"4227","Summit","WAI2077",2019,1,16,45,20,3.5
"4228","Summit","WAI2077",2019,2,16,100,35,5
"4229","Tadorna","WAI2077",2019,1,4,10,2,1.5
"4230","Tadorna","WAI2077",2019,2,4,0,0,1
"4231","Thornbill","WAI2077",2019,1,18,2,0,1
"4232","Thornbill","WAI2077",2019,2,18,12,3,1.5
"4233","Vernopolis","WAI2077",2019,1,2,20,2,2
"4234","Vernopolis","WAI2077",2019,2,2,0,0,1
"4235","W7984","WAI2077",2019,1,8,2,0,1
"4236","W7984","WAI2077",2019,2,8,2,0,1
"4237","WW11288","WAI2077",2019,1,17,1,0,1
"4238","WW11288","WAI2077",2019,2,17,0,0,1
"4239","WW2449","WAI2077",2019,1,10,100,60,5
"4240","WW2449","WAI2077",2019,2,10,100,35,5
"4241","Arina","WAI2204",2019,1,11,0,0,1
"4242","Arina","WAI2204",2019,2,11,0,0,1
"4243","AUS4203","WAI2204",2019,1,19,85,2,4
"4244","AUS4203","WAI2204",2019,2,19,8,0,1
"4245","AUS4204","WAI2204",2019,1,20,100,2,5
"4246","AUS4204","WAI2204",2019,2,20,100,8,5
"4247","Bulgaria_88","WAI2204",2019,1,1,0,0,1
"4248","Bulgaria_88","WAI2204",2019,2,1,0,0,1
"4249","CPI133872","WAI2204",2019,1,5,2,0,1
"4250","CPI133872","WAI2204",2019,2,5,3,0,1
"4251","Currawong","WAI2204",2019,1,7,3,0,1
"4252","Currawong","WAI2204",2019,2,7,15,1,1.5
"4253","Hereward","WAI2204",2019,1,6,90,50,5
"4254","Hereward","WAI2204",2019,2,6,100,15,5
"4255","Israel_493","WAI2204",2019,1,3,0,0,1
"4256","Israel_493","WAI2204",2019,2,3,15,1,1.5
"4257","Kavkaz-K4500L.6.A.4","WAI2204",2019,1,12,0,0,1
"4258","Kavkaz-K4500L.6.A.4","WAI2204",2019,2,12,1,0,1
"4259","Lorikeet","WAI2204",2019,1,9,1,0,1
"4260","Lorikeet","WAI2204",2019,2,9,2,0,1
"4261","MI696","WAI2204",2019,1,13,0,0,1
"4262","MI696","WAI2204",2019,2,13,0,0,1
"4263","Milan","WAI2204",2019,1,14,0,0,1
"4264","Milan","WAI2204",2019,2,14,30,5,3
"4265","Millewa","WAI2204",2019,1,15,3,0,1
"4266","Millewa","WAI2204",2019,2,15,58,12,3.5
"4267","Summit","WAI2204",2019,1,16,0,0,1
"4268","Summit","WAI2204",2019,2,16,1,0,1
"4269","Tadorna","WAI2204",2019,1,4,0,0,1
"4270","Tadorna","WAI2204",2019,2,4,1,0,1
"4271","Thornbill","WAI2204",2019,1,18,0,0,1
"4272","Thornbill","WAI2204",2019,2,18,2,0,1
"4273","Vernopolis","WAI2204",2019,1,2,0,0,1
"4274","Vernopolis","WAI2204",2019,2,2,10,1,1.5
"4275","W7984","WAI2204",2019,1,8,3,0,1
"4276","W7984","WAI2204",2019,2,8,3,0,1
"4277","WW11288","WAI2204",2019,1,17,8,3,1.5
"4278","WW11288","WAI2204",2019,2,17,2,0,1
"4279","WW2449","WAI2204",2019,1,10,55,8,3.5
"4280","WW2449","WAI2204",2019,2,10,100,18,5
"4281","Arina","WAI2206",2019,1,11,0,0,1
"4282","Arina","WAI2206",2019,2,11,0,0,1
"4283","AUS4203","WAI2206",2019,1,19,25,5,2.5
"4284","AUS4203","WAI2206",2019,2,19,85,5,4
"4285","AUS4204","WAI2206",2019,1,20,5,0,1
"4286","AUS4204","WAI2206",2019,2,20,2,0,1
"4287","Bulgaria_88","WAI2206",2019,1,1,1,0,1
"4288","Bulgaria_88","WAI2206",2019,2,1,0,0,1
"4289","CPI133872","WAI2206",2019,1,5,2,0,1
"4290","CPI133872","WAI2206",2019,2,5,5,0,1
"4291","Currawong","WAI2206",2019,1,7,65,18,3.5
"4292","Currawong","WAI2206",2019,2,7,0,0,1
"4293","Hereward","WAI2206",2019,1,6,0,0,1
"4294","Hereward","WAI2206",2019,2,6,30,12,3.5
